WBANNO,LST_DATE,CRX_VN,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN,T_DAILY_AVG,P_DAILY_CALC,SOLARAD_DAILY,SUR_TEMP_DAILY_TYPE,SUR_TEMP_DAILY_MAX,SUR_TEMP_DAILY_MIN,SUR_TEMP_DAILY_AVG,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG,SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY,SOIL_TEMP_5_DAILY,SOIL_TEMP_10_DAILY,SOIL_TEMP_20_DAILY,SOIL_TEMP_50_DAILY,SOIL_TEMP_100_DAILY
53974,20060722,1.301,-96.61,39.1,30.1,15.5,22.8,22.4,0,27.84,R,52.7,15.7,27.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060723,1.301,-96.61,39.1,33,13.6,23.3,24.1,0,28.59,R,55.7,13.5,30,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060724,1.301,-96.61,39.1,35.5,21.7,28.6,28.2,0,25.66,R,58.5,19.7,32.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060725,1.301,-96.61,39.1,38.7,24.2,31.4,31.7,0,25.79,R,59.2,22.3,34.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060726,1.301,-96.61,39.1,36.7,25.3,31,31.1,0,18.77,R,59.3,23.3,34.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060727,1.301,-96.61,39.1,31.7,20.5,26.1,26.5,0.6,15.01,R,52.2,19.5,28.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060728,1.301,-96.61,39.1,35.9,19.2,27.5,28.5,0,22.53,R,60.4,18.3,33,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060729,1.301,-96.61,39.1,38.4,23.9,31.1,31.3,0,26.69,R,59.1,22.4,35.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060730,1.301,-96.61,39.1,39.1,27.2,33.1,32.6,0,26.95,R,60.1,24.5,36.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060731,1.301,-96.61,39.1,39.7,27.4,33.6,33.4,0,26.55,R,59,24.8,36.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060801,1.301,-96.61,39.1,40.1,28.5,34.3,33.7,0,26.63,R,59.9,26.3,37.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060802,1.301,-96.61,39.1,38.5,21.4,30,28.6,11.9,14.48,R,56.9,21.5,31.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060803,1.301,-96.61,39.1,31.4,19.1,25.2,24.6,0,24.1,R,49.3,18.4,28.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060804,1.301,-96.61,39.1,33.1,17.6,25.3,26,0,27.08,R,53.6,16.8,31,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060805,1.301,-96.61,39.1,39.9,24.7,32.3,31.5,0,25.75,R,60,22.8,35.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060806,1.301,-96.61,39.1,41.8,25.2,33.5,31.3,0,24.25,R,65.4,23.5,35.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060807,1.301,-96.61,39.1,36.9,22.8,29.8,29.3,0,25.65,R,59.6,22,35.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060808,1.301,-96.61,39.1,37.4,23.4,30.4,30.1,0,21.16,R,60.3,22.1,34.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060809,1.301,-96.61,39.1,42.1,25.6,33.9,33.8,0,25.7,R,65.2,23.7,38.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060810,1.301,-96.61,39.1,38.8,19.6,29.2,28.1,9.2,17.02,R,66.8,19.2,30.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060811,1.301,-96.61,39.1,34,18.5,26.3,26.7,0,24.84,R,52.4,18,30.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060812,1.301,-96.61,39.1,36.4,21.2,28.8,29.1,0,24.84,R,58.3,20.1,33.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060813,1.301,-96.61,39.1,38.3,24,31.2,29.1,5.3,18.19,R,60.1,23.8,31.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060814,1.301,-96.61,39.1,28.7,16,22.4,22.9,77,15.94,R,40.2,15.9,24.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060815,1.301,-96.61,39.1,30,12.4,21.2,22.1,0,26.22,R,43.9,12.8,25,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060816,1.301,-96.61,39.1,31.2,20.5,25.9,26,0,15.66,R,47.2,19.7,27.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060817,1.301,-96.61,39.1,35.6,21.4,28.5,28.2,20.6,23.91,R,46.6,21.5,29.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060818,1.301,-96.61,39.1,30.9,21.9,26.4,26,9.1,10.7,R,39.4,22.1,26.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060819,1.301,-96.61,39.1,26.8,20.5,23.6,22.8,40.7,9.7,R,33.8,20.5,23.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060820,1.301,-96.61,39.1,26.9,17.7,22.3,21.3,0,20,R,37.8,17.9,23.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060821,1.301,-96.61,39.1,29.3,17.9,23.6,22.3,0,14,R,37.1,18.5,23.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060822,1.301,-96.61,39.1,30.4,16.3,23.3,23.5,0,23.06,R,39,16.1,25.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060823,1.301,-96.61,39.1,32.9,19.3,26.1,26.4,0,23.23,R,40.7,18.6,26.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060824,1.301,-96.61,39.1,34.1,23,28.6,28.6,0,23.74,R,39.5,22.1,28.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060825,1.301,-96.61,39.1,33.6,20.1,26.8,27.9,33.2,22.49,R,40,20.4,28.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060826,1.301,-96.61,39.1,24.2,20.1,22.2,21.7,0.9,4.34,R,27.6,20.5,22.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060827,1.301,-96.61,39.1,25.1,20.3,22.7,22.5,24.2,8.34,R,28,20.1,23.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060828,1.301,-96.61,39.1,25.2,17.2,21.2,20.3,0,14.32,R,31.1,17.9,21.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060829,1.301,-96.61,39.1,26.1,14.9,20.5,19.7,0.7,18.68,R,31.9,14.9,21.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060830,1.301,-96.61,39.1,27.4,12.1,19.8,20.2,0,24.88,R,31.4,12.3,20.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060831,1.301,-96.61,39.1,27.9,15.7,21.8,22.1,0,23.73,R,31,15,21.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060901,1.301,-96.61,39.1,26.7,16.5,21.6,21.4,0,17.23,R,31,16,21.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060902,1.301,-96.61,39.1,18.5,14.8,16.7,16.1,1.1,5.53,R,23.2,15.1,17.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060903,1.301,-96.61,39.1,24.9,10.1,17.5,17.4,0,23.29,R,29.4,9.8,18.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060904,1.301,-96.61,39.1,23.1,9.7,16.4,16.2,0,22.52,R,29.7,9.7,17.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060905,1.301,-96.61,39.1,26.2,9.3,17.7,17.4,0,20.78,R,31.4,9.1,17.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060906,1.301,-96.61,39.1,26.9,9.9,18.4,18.5,0,22.59,R,31.3,9.4,18.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060907,1.301,-96.61,39.1,28.2,11,19.6,19.7,0,22.6,R,31.8,10.2,19.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060908,1.301,-96.61,39.1,27.3,14.2,20.8,21.3,0,17.32,R,30.2,11.8,20.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060909,1.301,-96.61,39.1,21.9,17.4,19.7,19.1,14.2,6.58,R,25.1,17.1,18.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060910,1.301,-96.61,39.1,27.3,17.6,22.5,21.6,9.8,16.84,R,29.9,17.1,21.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060911,1.301,-96.61,39.1,19.1,15.8,17.4,17.5,0,2.9,R,21.1,16,17.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060912,1.301,-96.61,39.1,20.3,11.2,15.8,15.7,0,9.92,R,26,9.9,16.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060913,1.301,-96.61,39.1,26.4,8.5,17.5,18.1,0,22.1,R,29.5,7.5,17.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060914,1.301,-96.61,39.1,29.7,15.5,22.6,22.3,0,21.38,R,29.6,13.7,20.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060915,1.301,-96.61,39.1,31.3,17.6,24.4,24.5,0,20.75,R,30.3,16,23.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060916,1.301,-96.61,39.1,34.2,19.5,26.8,27.9,2.7,20.44,R,32.8,19,26.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060917,1.301,-96.61,39.1,21.1,9.3,15.2,16,7.1,19.35,R,24.4,7.8,15.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060918,1.301,-96.61,39.1,19.9,6,12.9,12.8,0,19.9,R,23.4,4.5,12,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060919,1.301,-96.61,39.1,19.6,3.8,11.7,11.5,0,21.61,R,24,2.5,11.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060920,1.301,-96.61,39.1,26.6,8.4,17.5,17.6,0,19.39,R,26.3,6.4,16.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060921,1.301,-96.61,39.1,22.4,14.1,18.2,17,6.8,2.09,R,21.2,12.6,15.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060922,1.301,-96.61,39.1,24.3,12.6,18.4,17.6,0.3,18.85,R,25.3,10.9,16.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060923,1.301,-96.61,39.1,19.5,11.2,15.3,14.9,1.4,13.06,R,23.9,10,14.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060924,1.301,-96.61,39.1,20.7,7.9,14.3,14.7,0,19.04,R,26.8,6.4,14.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060925,1.301,-96.61,39.1,25.1,7.1,16.1,15.3,0,20.27,R,28.3,5.3,14.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060926,1.301,-96.61,39.1,27.3,7.3,17.3,17.7,0,20.26,R,29.2,5.6,16.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060927,1.301,-96.61,39.1,21.7,10.1,15.9,15.8,0,11.92,R,32.9,8,15.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060928,1.301,-96.61,39.1,17,5.8,11.4,10.9,0,20.04,R,37.4,4,13.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060929,1.301,-96.61,39.1,24.1,9.7,16.9,15.7,0,10.27,R,29.7,7,15,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20060930,1.301,-96.61,39.1,27.9,8.2,18,17.7,0,15.94,R,39.4,6.5,18.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061001,1.301,-96.61,39.1,34.7,18.5,26.6,26.2,0,18.49,R,41.9,13.5,25.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061002,1.301,-96.61,39.1,32.9,21.6,27.2,26.8,0,17.11,R,42.1,19,26.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061003,1.301,-96.61,39.1,35.3,21.1,28.2,27.8,0,18.01,R,42.6,18,27.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061004,1.301,-96.61,39.1,25.4,14.2,19.8,17.5,0,4.22,R,23,13.4,17.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061005,1.301,-96.61,39.1,22.8,12.1,17.4,16.5,0,17.18,R,39.2,9.9,19.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061006,1.301,-96.61,39.1,25.8,10.7,18.3,18.7,0,16.18,R,38.4,8.3,19.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061007,1.301,-96.61,39.1,29.7,15.5,22.6,21.4,0,15.11,R,39.5,12.8,21.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061008,1.301,-96.61,39.1,25.5,12.5,19,19.2,0,12.96,R,42.6,9.3,20,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061009,1.301,-96.61,39.1,16.6,9.9,13.2,13,0.3,7.17,R,28,6.1,13.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061010,1.301,-96.61,39.1,11.1,7.8,9.5,9.1,8.8,1.61,R,12.5,8.5,9.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061011,1.301,-96.61,39.1,12.2,4.9,8.5,7.3,0,9.23,R,19.7,3.6,8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061012,1.301,-96.61,39.1,11.6,-1,5.3,5.7,0,18.24,R,21.7,-2.6,6.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061013,1.301,-96.61,39.1,15.1,-2.5,6.3,5.3,0,16.76,R,27.9,-4.2,6.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061014,1.301,-96.61,39.1,17.6,-3.6,7,8.1,0,16.06,R,31.9,-4.5,10,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061015,1.301,-96.61,39.1,18.3,8.4,13.3,13.8,3.5,4.78,R,22.2,6.9,13.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061016,1.301,-96.61,39.1,14.9,12.5,13.7,13.5,0,1.84,R,17.2,12.1,13.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061017,1.301,-96.61,39.1,19,10.7,14.9,14.9,0,4.35,R,25.2,9.2,15.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061018,1.301,-96.61,39.1,10.7,0.9,5.8,6.1,0,5.65,R,16.1,-1.8,7.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061019,1.301,-96.61,39.1,14.6,-4.4,5.1,5.2,0,16.06,R,28.2,-4.9,7.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061020,1.301,-96.61,39.1,22.8,1.4,12.1,13.1,0,13.48,R,32.7,-0.9,12.3,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061021,1.301,-96.61,39.1,13.4,2.5,7.9,5.9,2.6,1.65,R,11,2,6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061022,1.301,-96.61,39.1,10,-2.4,3.8,3,0,11.77,R,22.7,-5.3,3.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061023,1.301,-96.61,39.1,12,-5.9,3.1,2.3,0,15.69,R,27.7,-7.2,4.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061024,1.301,-96.61,39.1,16.6,-3.4,6.6,7.1,0,13.82,R,27,-4.8,7.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061025,1.301,-96.61,39.1,18,9.2,13.6,13.7,33,5.84,R,26.9,8.5,14.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061026,1.301,-96.61,39.1,13.2,6.9,10.1,10.5,0,2.6,R,15.5,7.4,11.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061027,1.301,-96.61,39.1,15.9,6.3,11.1,9.7,4.9,9.45,R,22.3,3.5,9.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061028,1.301,-96.61,39.1,20.8,2.1,11.5,11.4,0,13.38,R,26.9,1,10.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061029,1.301,-96.61,39.1,27.8,1.9,14.9,15.8,0,14.58,R,32.7,0.4,13.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061030,1.301,-96.61,39.1,22.5,2.3,12.4,14.4,0,11.12,R,31.2,0.7,13.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061031,1.301,-96.61,39.1,7.3,-3.8,1.7,1.7,0,13.86,R,22.2,-4.8,4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061101,1.301,-96.61,39.1,8.6,-5.5,1.5,0.5,0,13.95,R,22.9,-6.3,2.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061102,1.301,-96.61,39.1,11.2,-7.8,1.7,1.3,0,13.8,R,23.1,-8.7,2.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061103,1.301,-96.61,39.1,15.2,0,7.6,8.1,0,11.67,R,23.1,-3.4,7.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061104,1.301,-96.61,39.1,18.2,5.8,12,11.6,0,10.31,R,27.3,2.1,10.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061105,1.301,-96.61,39.1,19.5,2.4,11,11.1,0,11.86,R,29.1,0.4,11.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061106,1.301,-96.61,39.1,15.2,7.4,11.3,11.1,0,5.37,R,23.8,5,11.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061107,1.301,-96.61,39.1,22.8,2.1,12.5,12.2,0,11.18,R,33.3,1.3,11.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061108,1.301,-96.61,39.1,28.7,8.5,18.6,18.7,0,12.6,R,33,5.3,16.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061109,1.301,-96.61,39.1,22.4,10.3,16.3,15.7,0,12.37,R,30.1,5.4,14.1,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061110,1.301,-96.61,39.1,12,0.1,6,6,0,2.28,R,11.6,-1.4,6.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061111,1.301,-96.61,39.1,10.3,-6.4,1.9,2.8,0,12.63,R,20,-7.3,3.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061112,1.301,-96.61,39.1,15.9,3.8,9.8,9.4,0,7.88,R,20.8,0.9,8.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061113,1.301,-96.61,39.1,11.7,1.9,6.8,7.3,0,11.17,R,25.1,-0.7,8.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061114,1.301,-96.61,39.1,13.5,1.5,7.5,7.8,0,6.99,R,22.6,-1.5,7.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061115,1.301,-96.61,39.1,6.7,1.1,3.9,4.1,0,2.42,R,9.2,0.9,4.8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061116,1.301,-96.61,39.1,8.4,-1.7,3.3,2.7,0,9.12,R,19.6,-2.7,4.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061117,1.301,-96.61,39.1,15.9,-0.6,7.7,8.8,0,11.43,R,25.1,-4.2,8,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061118,1.301,-96.61,39.1,8.3,-8,0.2,2,0,9.74,R,20.7,-9.8,2.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061119,1.301,-96.61,39.1,12,-4.1,4,4,0,10.93,R,22,-5.8,3.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061120,1.301,-96.61,39.1,13.6,-7.7,3,3.6,0,10.87,R,19.8,-9.1,3.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061121,1.301,-96.61,39.1,17.5,5.6,11.5,10.8,0,11.08,R,24,2.6,9.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061122,1.301,-96.61,39.1,18.6,1.7,10.1,10.7,0,10.65,R,27.7,-2.1,9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061123,1.301,-96.61,39.1,20.7,0.2,10.4,10.9,0,10.75,R,27.7,-2,9.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061124,1.301,-96.61,39.1,16,2.5,9.2,9.8,0,9.58,R,25.1,0.2,8.6,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061125,1.301,-96.61,39.1,17.1,2.6,9.8,8.7,0,5.01,R,24.9,1,8.4,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061126,1.301,-96.61,39.1,19.7,4.1,11.9,14.5,0,6.3,R,25.4,5.4,13.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061127,1.301,-96.61,39.1,8.4,1.5,5,3.6,2.5,1.21,R,9.4,2.8,5.5,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061128,1.301,-96.61,39.1,21.4,2.9,12.2,15,0,10.26,R,24.9,3.6,13.9,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061129,1.301,-96.61,39.1,2.9,-4.9,-1,-3.1,0,1.47,R,3.8,-3.6,-1.2,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
53974,20061130,1.301,-96.61,39.1,-4.5,-9.2,-6.9,-6.8,0,2.12,R,0,-9.5,-4.7,-9999,-9999,-9999,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
