Date,DOY,TMAX,TMIN,RAIN,HMAX,HMIN,ATOT,W2AVG,ETgrass
1/30/08 0:00,30,12.18888889,-3.172222222,0,57.75,13.03,15.07,6.115492,3.929606632
1/31/08 0:00,31,7.216666667,-9.188888889,0,92.9,42.01,3.6,4.702849111,1.711008244
2/1/08 0:00,32,14.25,-10.95,0,94.8,14.28,15.62,5.020246722,3.721679915
2/2/08 0:00,33,16.07777778,0.055555556,0,64.08,25.54,15.8,2.355894944,2.737017517
2/3/08 0:00,34,22.41111111,0.827777778,0,96.8,16.47,15.6,3.826652889,4.422214058
2/4/08 0:00,35,26.52222222,11.76111111,0,95.1,14.12,15.34,4.1440505,5.187719161
2/5/08 0:00,36,17.17222222,-1.472222222,19.558,96.9,74.33,2.46,5.105184111,1.432625367
2/6/08 0:00,37,8.922222222,-3.322222222,0,85,23.18,16.86,3.406436333,2.361292766
2/7/08 0:00,38,10.22777778,-2.238888889,0,78.88,24.72,14.9,3.866886389,2.618950519
2/8/08 0:00,39,15.26111111,-0.061111111,0,72.98,21.3,16.63,3.844534444,3.436048991
2/9/08 0:00,40,18.47777778,-4.25,0,91,14.72,17.08,1.157830722,2.304352269
2/10/08 0:00,41,9.727777778,-0.055555556,0,89.8,32.94,16.47,3.285735833,2.238534362
2/11/08 0:00,42,3.622222222,-2.761111111,0,92.6,60.41,3.67,2.682233333,0.946095903
2/12/08 0:00,43,7.066666667,-4.616666667,0,96.2,34.41,NaN,3.755126667,1.896817376
2/13/08 0:00,44,15.65,-6.45,0,91.7,18.63,17.54,3.361732444,3.335313547
2/14/08 0:00,45,23.85,-0.877777778,0,78.09,18.88,16.87,6.7189945,6.40500466
2/15/08 0:00,46,-0.944444444,-3.811111111,0,94.6,74.87,2.41,4.975542833,0.639903425
2/16/08 0:00,47,2.45,-1.994444444,21.082,98.6,93.8,1.32,NaN,0.385340514
2/17/08 0:00,48,11.87777778,-1.916666667,0.508,98.5,40.73,11.25,4.233458278,2.279383685
2/18/08 0:00,49,12.47222222,-3.127777778,0,93.3,18.43,18.11,2.503417778,2.647306648
2/19/08 0:00,50,18.22777778,-2.788888889,0,91.5,33.98,17.59,3.361732444,3.297163542
2/20/08 0:00,51,11.42777778,0.055555556,0,77.77,53.48,4.49,4.805668056,2.038593404
2/21/08 0:00,52,0.055555556,-4.355555556,0,97.3,54.17,3.8,4.072524278,0.945409513
2/22/08 0:00,53,8.972222222,-3.061111111,0,92.5,43.45,18.05,2.539180889,1.972111278
2/23/08 0:00,54,11.47777778,-2.216666667,0,92.2,46.92,7.76,2.923634333,1.824869233
2/24/08 0:00,55,14.62777778,-1.005555556,0,98.2,40.52,16.36,2.583884778,2.442878234
2/25/08 0:00,56,23.7,4.122222222,0,78.12,21.39,16.87,6.589353222,6.1912081
2/26/08 0:00,57,7.277777778,-4.916666667,0,80.9,28.69,20.33,6.017143444,2.744542693
2/27/08 0:00,58,17.9,-5.95,0,80.8,19.13,NaN,2.069790056,3.254939864
2/28/08 0:00,59,22.88888889,1.666666667,0,69.34,15.5,16.26,3.665718889,5.036472138
2/29/08 0:00,60,19.81111111,1.683333333,0,82.2,26.72,17.45,2.641999833,3.57602521
3/1/08 0:00,61,24.47777778,1.377777778,0,85.9,32.26,19.83,4.009938833,4.853860499
3/2/08 0:00,62,22.13888889,4.383333333,12.954,94.5,56.26,7.76,7.858943667,3.465630388
3/3/08 0:00,63,4.438888889,-0.25,0.762,87.8,54.1,7.17,8.234456333,1.673661903
3/4/08 0:00,64,13.58888889,-5.233333333,0,93.5,23.02,21.65,2.834226556,3.090653475
3/5/08 0:00,65,13.63888889,-1.333333333,0,88.3,31.64,19.56,5.449404056,3.471875963
3/6/08 0:00,66,4.566666667,-3.555555556,0,78.87,33.74,7.97,4.971072444,2.011525724
3/7/08 0:00,67,8.061111111,-7.805555556,0,84,25.41,20.86,3.960764556,2.670495906
3/8/08 0:00,68,9.277777778,-11.3,0,90.6,21,18.78,1.846270611,2.236025535
3/9/08 0:00,69,18.72777778,-0.027777778,0,66.25,25.25,20.16,1.917796833,3.414297311
3/10/08 0:00,70,18.42777778,1.277777778,0,80.1,21.46,21.57,2.181549778,3.626424149
3/11/08 0:00,71,21.72777778,-1.066666667,0,90.9,21.27,21.53,2.525769722,4.19822057
3/12/08 0:00,72,25.56111111,6,0,65.56,17.06,21,4.823549611,6.588458666
3/13/08 0:00,73,22.3,6.666666667,0,88.9,23.57,17.3,4.403333056,4.921274486
3/14/08 0:00,74,26.73888889,4.688888889,0,94.6,17.12,20.33,3.080097944,5.405544904
3/15/08 0:00,75,12.86111111,5.85,0,89.7,53.91,16.41,4.859312722,2.642934216
3/16/08 0:00,76,20.5,3.433333333,0,90.5,31.83,21.01,4.398862667,4.488528311
3/17/08 0:00,77,24.13888889,9.077777778,7.112,95,51.53,9.73,5.096243333,3.620412967
3/18/08 0:00,78,9.122222222,6.488888889,38.608,96.6,73.62,3.66,6.102080833,1.189727705
3/19/08 0:00,79,18.18888889,3.216666667,0,77.47,19.77,23.9,3.361732444,4.466464326
3/20/08 0:00,80,23.95,7.15,0,61.65,15.83,24.09,6.182547833,7.231714884
3/21/08 0:00,81,21.12222222,4.805555556,0,69.51,19.45,23.88,4.653674833,5.648038279
3/22/08 0:00,82,20.32222222,1.116666667,0,88.2,24.01,19.3,2.905752778,4.141142121
3/23/08 0:00,83,10.9,-1.227777778,0,80.1,32.8,20.83,4.103817,3.121218352
3/24/08 0:00,84,17.47777778,-0.955555556,0,76.82,30.74,24.45,4.904016611,4.50227649
3/25/08 0:00,85,26.35,9.272222222,0,68.79,27.14,23.73,6.173607056,7.142149484
3/26/08 0:00,86,27.77777778,14.06111111,0,91,36.65,NaN,5.641630778,5.960737162
3/27/08 0:00,87,31.21111111,9.361111111,0,92,18.3,24.43,6.567001278,8.884457116
3/28/08 0:00,88,12.6,5.272222222,0,90.4,56.72,5.83,5.266118111,2.086423611
3/29/08 0:00,89,15.93888889,8.288888889,0,95.4,68.9,8.64,2.445302722,1.788479107
3/30/08 0:00,90,28.82777778,14.38888889,0,97.8,49.1,17.15,5.279529278,5.050828302
3/31/08 0:00,91,28.35,10.51111111,0.254,87.6,20,17.21,5.807035167,7.180488091
4/1/08 0:00,92,14.73888889,3.888888889,0,81.6,38.2,25.56,5.690805056,4.086005144
4/2/08 0:00,93,12.02222222,2.755555556,1.016,98.1,61.75,5.16,1.989323056,1.356944244
4/3/08 0:00,94,29.32777778,9.511111111,3.556,98.6,25.41,16.15,5.024717111,6.470385298
4/4/08 0:00,95,16.1,4.833333333,0,85.6,36,20.37,5.485167167,4.060555389
4/5/08 0:00,96,21.07777778,2.455555556,0,94.6,29.13,25.8,3.804300944,4.912651766
4/6/08 0:00,97,23.11111111,11.06111111,0,68.4,33.14,25.57,4.841431167,5.976515498
4/7/08 0:00,98,27.17222222,11.01111111,0,77.01,39.07,16.64,4.7073195,5.555666804
4/8/08 0:00,99,20.82777778,7.105555556,0,89.6,56.99,24.58,5.386818611,4.161366522
4/9/08 0:00,100,10.75,5.633333333,56.134,97.6,87,1.25,3.831123278,0.706436605
4/10/08 0:00,101,23.01111111,8.95,42.926,98.3,15.21,23.05,5.954558,6.393490802
4/11/08 0:00,102,17.01111111,4.844444444,0,74.77,32.68,26.82,4.206635944,4.631917761
4/12/08 0:00,103,17.5,4.594444444,0,84.7,25.56,24,3.522666444,4.440089749
4/13/08 0:00,104,14.95,0.044444444,0,84.5,22.64,27.79,4.036761167,4.391731564
4/14/08 0:00,105,19.37777778,-2.261111111,0,92.8,22.65,27.93,1.60934,4.096002368
4/15/08 0:00,106,23.66111111,7.494444444,0,59.87,26.61,27.72,6.705583333,7.248122501
4/16/08 0:00,107,24.33888889,11.98888889,0,83.6,50.48,24.72,7.943881056,5.691101695
4/17/08 0:00,108,23.45,7.872222222,0,84.2,55.22,13.6,6.696642556,4.236234486
4/18/08 0:00,109,21.82777778,4.888888889,0,83.2,17.54,27.24,3.469021778,5.645632485
4/19/08 0:00,110,28.97777778,4.85,0,84.3,14.13,28.29,3.182916889,7.086369839
4/20/08 0:00,111,25.61111111,15.47222222,0,88.9,26.46,18.38,5.807035167,6.270723759
4/21/08 0:00,112,31.77222222,18.96111111,0,91.1,18.99,26.23,4.756493778,8.181470664
4/22/08 0:00,113,23.85,14.5,0,95.6,66.66,13.8,3.004101333,3.050567453
4/23/08 0:00,114,26.13888889,16.07777778,1.016,96.2,65.95,7.79,2.422950778,2.439180514
4/24/08 0:00,115,30.28888889,15.67222222,0,92.7,46.11,NaN,5.7533905,6.427689744
4/25/08 0:00,116,22.35,8.088888889,0,85.4,33.74,NaN,5.328703556,5.502287928
4/26/08 0:00,117,23.9,5.144444444,0,87.1,22.27,28.38,2.382717278,5.424260779
4/27/08 0:00,118,16.85,1.811111111,0.508,91.8,33.66,25.27,5.038128278,4.427525664
4/28/08 0:00,119,26.82222222,0.416666667,0,91.2,14.1,28.87,2.780581889,6.430745479
4/29/08 0:00,120,28.15,8.722222222,0,74.13,13.66,28.68,5.771272056,8.728920448
4/30/08 0:00,121,26.55,13.65,0,71.39,37.37,26.93,7.344848944,7.480550198
5/1/08 0:00,122,32.38888889,17.7,0,88.1,19.72,26.49,6.853106167,9.592316609
5/2/08 0:00,123,23.3,9.55,0,64.17,18.82,29.99,3.907119889,6.705513729
5/3/08 0:00,124,18.72222222,5.516666667,0,69.61,19.44,30.05,3.737245111,5.600170952
5/4/08 0:00,125,24.51111111,2.505555556,0,86.7,24.8,28.73,2.069790056,5.316376635
5/5/08 0:00,126,26.75,13.36111111,0,93.1,49.31,20.39,3.366202833,4.77667482
5/6/08 0:00,127,24.91111111,16.71111111,14.478,97.1,66.06,18.79,4.506152,3.909307933
5/7/08 0:00,128,21.58888889,14.32777778,52.07,97.3,81.6,5.18,4.068053889,1.600848539
5/8/08 0:00,129,24.78888889,13.07222222,0,95.9,51.88,23.72,3.147153778,4.696142532
5/9/08 0:00,130,25.67777778,13.56111111,0,96.3,41.28,28.31,2.6151775,5.478918456
5/10/08 0:00,131,30.77222222,13.21111111,0,81.2,22.74,26.33,5.199062278,8.352719828
5/11/08 0:00,132,20.55,5.744444444,0,84.2,22.16,30.61,3.370673222,5.625779489
5/12/08 0:00,133,25.36111111,7.316666667,0,80.9,30.31,28.88,5.453874444,6.905528191
5/13/08 0:00,134,29.87222222,17.72222222,0,85.4,41.05,22.84,4.752023389,6.574329255
5/14/08 0:00,135,21.32222222,11.82222222,11.43,97.2,45.8,14.99,4.349688389,3.869187566
5/15/08 0:00,136,21.07777778,9.572222222,0,96.2,44.31,21.87,3.299147,4.267390708
5/16/08 0:00,137,24.47222222,7.816666667,0,97.2,29.15,30.52,1.631691944,5.286427149
5/17/08 0:00,138,29.1,11.07222222,0,79.86,22.46,28.95,2.655411,6.743168254
5/18/08 0:00,139,29.87777778,12.52777778,0,90.5,20.13,30.24,1.636162333,6.22561696
5/19/08 0:00,140,35.97222222,15.11111111,0,73.4,17.17,30.12,3.840064056,9.510542895
5/20/08 0:00,141,27.85,13.72777778,0,79.91,27.58,24.5,3.223150389,6.336479974
5/21/08 0:00,142,29.42777778,12.65,0.762,93.7,44.02,24.69,4.050172333,6.092220374
5/22/08 0:00,143,30.82222222,21.43888889,0,86.7,53.22,23.68,6.370304167,6.680843217
5/23/08 0:00,144,31.88888889,23.11111111,0,87.3,52.9,23.68,6.124432778,6.864021075
5/24/08 0:00,145,33.07222222,23.06111111,0,88.8,49.83,26.34,5.239295778,7.300755116
5/25/08 0:00,146,31.67222222,19.22777778,1.27,83.2,48.26,26.89,4.854842333,7.12810851
5/26/08 0:00,147,32.67222222,23.16111111,0,88.6,48.02,27.06,4.890605444,7.327386278
5/27/08 0:00,148,26.71111111,17.8,7.112,96.7,63.54,13.01,3.469021778,3.464384715
5/28/08 0:00,149,30.02222222,19.46111111,0,96.1,49.59,27.61,1.788155556,5.751341596
5/29/08 0:00,150,30.97222222,21.32222222,0,92.9,50.85,23.22,4.434625778,6.129168727
5/30/08 0:00,151,32.86111111,21.12777778,0,87.7,38.06,NaN,5.047069056,7.397800719
5/31/08 0:00,152,32.86111111,19.83888889,0,84.5,48.13,29.46,4.622382111,7.580903089
6/1/08 0:00,153,32.97777778,22.23888889,0,83.4,48.66,25.31,3.697011611,6.819767178
6/2/08 0:00,154,33.75,21.86111111,0,89.9,40.82,29.55,5.637160389,8.431908428
6/3/08 0:00,155,35.06111111,23.22777778,0,74.47,36.58,30.05,6.911221222,10.12847424
6/4/08 0:00,156,34.32222222,23.83888889,0,76.78,38.12,29.23,7.599661111,9.938517677
6/5/08 0:00,157,33.86111111,17.17222222,31.242,96.1,39.57,26.21,8.583146667,8.904136435
6/6/08 0:00,158,32.05,18.98888889,1.016,95.3,48.67,23.11,4.439096167,6.312013357
6/7/08 0:00,159,32.32222222,24.2,0,85.4,50.25,23.9,6.634057111,7.39000538
6/8/08 0:00,160,32.62222222,23.97777778,0,82.6,44.75,24.69,6.634057111,8.008326469
6/9/08 0:00,161,26.73888889,15.1,58.928,97,64.82,5.98,2.543651278,2.347526198
6/10/08 0:00,162,29.68888889,13.73888889,0.254,97.5,64.92,21.77,3.553959167,4.714886084
6/11/08 0:00,163,33.43888889,21.71111111,0,88.3,34.74,27.33,7.045332889,9.064258969
6/12/08 0:00,164,33.63888889,23.35,0,75.93,41.35,29.53,6.495475056,9.193566777
6/13/08 0:00,165,33.22777778,21.62777778,0,89.4,47.23,27.01,4.3049845,7.226125261
6/14/08 0:00,166,32.41111111,19.13888889,0,95.1,58.17,29.39,3.120331444,6.440684633
6/15/08 0:00,167,35.1,21.71111111,0,94.4,36.65,26.34,2.869989667,7.139203498
6/16/08 0:00,168,30,20.37222222,1.778,91.4,63.64,23.83,4.322866056,5.480316274
6/17/08 0:00,169,23.21111111,17.07777778,19.812,96.4,75.18,6.71,2.257546389,1.925667536
6/18/08 0:00,170,30.52222222,18.62222222,0,96.5,55.45,28.24,1.515461833,5.711897313
6/19/08 0:00,171,31.55,19.82777778,2.794,93.9,43.39,24.44,1.966971111,5.709468226
6/20/08 0:00,172,31.22777778,19.33888889,0,96.1,37.55,30.06,1.877563333,6.493098696
6/21/08 0:00,173,31.46111111,16.4,0,96.2,35.63,27.15,0.791258833,5.390648173
6/22/08 0:00,174,34.22777778,18.57222222,0,85.6,24.97,30.5,1.8909745,7.215234679
6/23/08 0:00,175,32.62777778,21.85,0,65.38,37.9,25.28,3.540548,7.493201752
6/24/08 0:00,176,34.31111111,20.16111111,0,76.14,37.39,19.93,3.576311111,6.867545026
6/25/08 0:00,177,32.86111111,21.21111111,0,87.7,37.13,26.1,4.000998056,7.418171339
6/26/08 0:00,178,34.66111111,21.57222222,0,85.4,33.44,29,4.564267056,8.644910274
6/27/08 0:00,179,35.13888889,23.42777778,0,75.75,33.95,26.33,4.738612222,8.763555575
6/28/08 0:00,180,31.07777778,20.66111111,0,90.9,51.79,12.79,2.346954167,4.015414762
6/29/08 0:00,181,30.12777778,18.6,0,93.8,30.28,26.49,1.667455056,5.869490005
6/30/08 0:00,182,33.18888889,13.41111111,0,95.6,29.51,29.4,1.131008389,6.047619609
7/1/08 0:00,183,34.1,18.6,0,84.6,27.1,28.92,3.442199444,8.115313253
7/2/08 0:00,184,33.93888889,20.91111111,0,73.24,30.22,28.81,4.059113111,8.58863884
7/3/08 0:00,185,33.93888889,20.41111111,3.556,94.7,38.02,19.64,2.329072611,5.632376034
7/4/08 0:00,186,33.82222222,18.87222222,0,94.9,40.65,27.4,1.421583667,6.094690962
7/5/08 0:00,187,34.87777778,21,0,85.7,32.14,28.51,3.3393805,7.955648277
7/6/08 0:00,188,34.13888889,20.92222222,0,82.8,35.49,29.25,3.911590278,8.16051728
7/7/08 0:00,189,34.52222222,22.56111111,0,69.62,34.08,27.73,4.582148611,8.834670533
7/8/08 0:00,190,33.4,20.86111111,0,87.6,39.65,20.96,3.129272222,6.271224785
7/9/08 0:00,191,32.16111111,21.21111111,2.794,93.9,48.94,14.66,1.792625944,4.136489197
7/10/08 0:00,192,33.61111111,19.85,0,95,41.11,20.73,2.887871222,5.945121112
7/11/08 0:00,193,34.47222222,23.85,0,73.34,31.25,25.18,4.555326278,8.572291072
7/12/08 0:00,194,36.53888889,23.02777778,0,89.7,33.05,25.81,3.969705333,8.193101139
7/13/08 0:00,195,26.72777778,20.18888889,10.414,96,72.28,6.85,1.859681778,2.09785155
7/14/08 0:00,196,32.85,17.52222222,0.254,97.2,43.74,26.12,1.0863045,5.500543513
7/15/08 0:00,197,31,21.48888889,0,94.4,58.97,14.34,2.409539611,3.973052944
7/16/08 0:00,198,33.13888889,20.52222222,0,95.1,45.4,26.1,2.136845889,6.137475102
7/17/08 0:00,199,34.61111111,23.03888889,0,78.03,38.79,22.8,2.382717278,6.421152475
7/18/08 0:00,200,36.08888889,22.65,0,65.64,26.96,26.89,3.191857667,8.365516445
7/19/08 0:00,201,36.1,21.73888889,0,69.69,26.01,28.04,3.129272222,8.403442874
7/20/08 0:00,202,37.27777778,23.01111111,0,71.52,24.25,28.5,2.959397444,8.564255425
7/21/08 0:00,203,37.7,23.1,0,68.03,23.83,27.91,2.762700333,8.42183407
7/22/08 0:00,204,38.48888889,23.23888889,0,71.08,20.79,NaN,2.3737765,7.798740581
7/23/08 0:00,205,37.21111111,23.17222222,0,77.05,29.21,27.25,2.3737765,7.632447093
7/24/08 0:00,206,35.66111111,21.72777778,0,86,33.72,26.63,3.008571722,7.519734086
7/25/08 0:00,207,35.87222222,23.65,0,81.4,32.75,NaN,3.330439722,7.333288672
7/26/08 0:00,208,37.17222222,21.81111111,0,74.25,26.22,28.14,2.641999833,8.058748372
7/27/08 0:00,209,38.8,22.57222222,0,63.57,18.24,23.56,2.972808611,8.487310351
7/28/08 0:00,210,39.18888889,22.67222222,0,53.15,18.99,23.32,4.121698556,9.982189717
7/29/08 0:00,211,35.15,22.77777778,1.016,89.4,36.86,16.24,2.981749389,5.813597451
7/30/08 0:00,212,32.62777778,21.37222222,0,89,45.84,23.14,1.645103111,5.434330063
7/31/08 0:00,213,35.61111111,18.88888889,0,96.3,38.05,23.25,1.506521056,5.67518216
8/1/08 0:00,214,39.3,20.92777778,0,94.4,27.47,27.3,1.627221556,7.022519844
8/2/08 0:00,215,39.53888889,21.22777778,0,82.5,24.13,27.72,2.628588667,8.306951037
8/3/08 0:00,216,40.48888889,23.62222222,0,63.17,15.78,28.25,3.267854278,9.771098923
8/4/08 0:00,217,40.43888889,22.93888889,0,73.07,19.16,27.41,2.771641111,8.824418496
8/5/08 0:00,218,38.62777778,22.56111111,0,71.91,26.73,25.57,1.958030333,7.191359224
8/6/08 0:00,219,32.78888889,18.28888889,0,93.1,42.89,22.08,2.244135222,5.545761863
8/7/08 0:00,220,35.31111111,20.37777778,1.27,94.1,40.23,17.95,1.743451667,5.004221488
8/8/08 0:00,221,32.01111111,21.61111111,0,94.7,52.33,20.61,1.685336611,4.823453303
8/9/08 0:00,222,38.5,23.16111111,0,85.4,25.89,25.27,3.643366944,8.581350927
8/10/08 0:00,223,34.92777778,22.3,0.254,90.4,39.76,16.27,2.740348389,5.463581548
8/11/08 0:00,224,29.27222222,22.51111111,1.016,94.4,61.89,8.02,1.662984667,2.555687259
8/12/08 0:00,225,32.06111111,18.55,0,95.3,40,23.6,2.646470222,5.888265263
8/13/08 0:00,226,34.08888889,14.4,0,97.6,29.56,25.91,1.372409389,5.714859068
8/14/08 0:00,227,35.23888889,18.17777778,25.908,95.7,35.21,23.96,3.0979795,6.824049267
8/15/08 0:00,228,29.38888889,18.67222222,1.27,96.5,50.29,22.11,1.238297722,4.530801446
8/16/08 0:00,229,25.58888889,17.72222222,0,95.8,59.7,9.7,1.426054056,2.521137222
8/17/08 0:00,230,28.63888889,16.38888889,0,96.7,48.92,15.02,1.515461833,3.600357142
8/18/08 0:00,231,21.43888889,18.71111111,44.704,96.5,77.25,3.5,2.190490556,1.384556961
8/19/08 0:00,232,20.7,18.43888889,37.084,96.8,91,3.21,2.539180889,1.031520193
8/20/08 0:00,233,27.11111111,18.66111111,0.254,94.8,59.2,14.13,1.470757944,3.222459949
8/21/08 0:00,234,29.88888889,19.06111111,0,96.7,48.9,20.79,0.970074389,4.253858966
8/22/08 0:00,235,34.58888889,21.96111111,0,90.6,41.9,25.52,3.960764556,7.160534548
8/23/08 0:00,236,34.08888889,21.65,0,92.1,40.57,23.93,1.877563333,5.766959225
8/24/08 0:00,237,32.17222222,19.92222222,1.27,96.7,42.61,23.57,1.283001611,5.051462602
8/25/08 0:00,238,30.67777778,17.97777778,0.254,92,26.69,25.87,1.819448278,5.709763256
8/26/08 0:00,239,32.03888889,15.98888889,0,95.9,45.25,23.34,1.390290944,4.909772122
8/27/08 0:00,240,33.71111111,21.97222222,0,88.6,44.05,23.11,2.852108111,6.088744491
8/28/08 0:00,241,33.96111111,21.68888889,0,89.7,41.99,23.81,2.758229944,6.197649212
8/29/08 0:00,242,35.02222222,21.78888889,0,86.3,38.7,23.05,1.582517667,5.568252392
8/30/08 0:00,243,33.12777778,18.51111111,2.286,95.4,42.38,21.81,1.466287556,4.926331099
8/31/08 0:00,244,32.05,20.8,0,95.1,48.2,21.12,2.016145389,4.962905207
9/1/08 0:00,245,32.15,19.71111111,0,92.6,44.59,23.79,1.6495735,5.201594138
9/2/08 0:00,246,32.43888889,18.61111111,8.636,96.2,45.58,22,3.594192667,5.820825548
9/3/08 0:00,247,18.78888889,15.62777778,0.508,94.1,79.25,5.52,6.169136667,1.774118819
9/4/08 0:00,248,27.91111111,14.47222222,0,92.6,49.2,23.13,2.789522667,4.86550951
9/5/08 0:00,249,29.18888889,16.02222222,0,95.9,50.09,23.42,1.721099722,4.62854026
9/6/08 0:00,250,32.05,15.31111111,0,94.5,45.22,21.95,2.507888167,5.236748908
9/7/08 0:00,251,32.17222222,17.31111111,0,96.9,33.33,24.27,2.208372111,5.650162637
9/8/08 0:00,252,27.71111111,16.45,0.762,95.7,57.5,9.21,2.387187667,2.892489464
9/9/08 0:00,253,20.72777778,15.07222222,2.54,97.6,83.9,4.52,2.168138611,1.271213035
9/10/08 0:00,254,22.27222222,18.91111111,16.256,96.9,92.7,3.56,1.510991444,1.015805936
9/11/08 0:00,255,28.17222222,20.87222222,0,96.4,67.83,9.87,2.843167333,2.797483686
9/12/08 0:00,256,31.65,23,0,91.6,52.47,20.13,3.053275611,5.100707584
9/13/08 0:00,257,24.62777778,18.83888889,0.762,95.2,80,6.44,2.892341611,1.831360667
9/14/08 0:00,258,24,12.67777778,0,94.8,33.87,23.42,3.464551389,4.902367539
9/15/08 0:00,259,24.22777778,7.488888889,0,96.4,27.13,24.38,1.068422944,3.847685416
9/16/08 0:00,260,26.47222222,5.244444444,0,96.7,24.25,24.17,0.558798611,3.512558159
9/17/08 0:00,261,27.67222222,6.972222222,0,96.3,28.89,23.82,NaN,4.75377088
9/18/08 0:00,262,25.88888889,10.78888889,0,94.7,45.76,17.73,NaN,3.679734854
9/19/08 0:00,263,27.02222222,9.888888889,0.254,97,34.5,NaN,NaN,4.245238036
9/20/08 0:00,264,28.26111111,9.627777778,0,97.4,35,21.75,NaN,4.483859484
9/21/08 0:00,265,29.4,13.52222222,0,94.7,40.04,20.4,NaN,4.419977368
9/22/08 0:00,266,29.07222222,17.85,0,95.3,45.36,20.85,NaN,4.37761581
9/23/08 0:00,267,30.47222222,18.06111111,0,92.9,33.49,20.78,NaN,4.75834177
9/24/08 0:00,268,30.43888889,17.26111111,0,94.1,32.54,20.53,NaN,4.710902918
9/25/08 0:00,269,29.62222222,12.71111111,0,96.7,32.46,16.75,NaN,4.201281186
9/26/08 0:00,270,29.55,13.85,0,94.7,28.93,NaN,NaN,4.434161395
9/27/08 0:00,271,30.92777778,11.52777778,0,96,28.46,20.53,1.050541389,3.916059807
9/28/08 0:00,272,30.05,11.7,0,94.6,27.01,20.93,1.001367111,3.829959922
9/29/08 0:00,273,31.28888889,10.75,0,93.8,25.43,20.15,1.466287556,4.323484527
9/30/08 0:00,274,25.85,8.972222222,0,93.7,19.62,21.15,1.694277389,4.088648943
10/1/08 0:00,275,29.97777778,6.838888889,0,89.1,18.19,21.03,1.300883167,4.137821189
10/2/08 0:00,276,26.3,11.31111111,0,77.66,26.9,20.23,1.770274,4.094943675
10/3/08 0:00,277,27.66111111,12.82222222,2.286,89.4,45.09,14.86,3.321498944,4.157727633
10/4/08 0:00,278,30.47222222,15.27777778,0,92.6,25.02,19.26,4.197695167,6.153402501
10/5/08 0:00,279,27.65,17.32222222,0,70.97,36.5,18.59,5.002365167,5.936077005
10/6/08 0:00,280,24.97222222,14.6,32.512,96.8,61.08,11,3.679130056,2.914561242
10/7/08 0:00,281,23.05,6.977777778,0.254,93.6,24.86,20.58,3.643366944,4.63618528
10/8/08 0:00,282,26.62777778,5.616666667,0,95.9,29.98,19.97,1.899915278,3.917282135
10/9/08 0:00,283,28.13888889,13.23888889,0,76.18,30.4,19.73,3.151624167,5.104042264
10/10/08 0:00,284,27.92777778,14.87222222,0,79.05,33.12,NaN,5.011305944,5.64643298
10/11/08 0:00,285,27.82222222,17.11111111,0,88.1,44.71,17.41,4.497211222,4.812197711
10/12/08 0:00,286,27.07222222,17.27777778,0,87.2,48.7,15.94,4.349688389,4.385265238
10/13/08 0:00,287,24.87777778,11.83888889,10.922,96.9,62.79,6.36,3.705952389,2.454332095
10/14/08 0:00,288,26.48888889,11.72222222,6.096,97.9,58.55,9.19,2.025086167,2.416630344
10/15/08 0:00,289,14.02222222,10.25,4.064,97.6,81,5.01,3.527136833,1.12773167
10/16/08 0:00,290,19.1,4.75,0,95.8,33.14,19.06,2.476595444,3.143336631
10/17/08 0:00,291,24.07777778,2.533333333,0,97.3,29.4,18.57,0.987955944,2.715738635
10/18/08 0:00,292,25.12222222,5.722222222,0,98.2,28.33,18.32,1.144419556,2.91883925
10/19/08 0:00,293,24.77777778,11.55,0,72.47,34.23,18.26,4.242399056,4.865542046
10/20/08 0:00,294,25.65,12.4,0,95,39.12,17.27,1.814977889,3.240433577
10/21/08 0:00,295,26.17222222,9.888888889,0,97.9,44.11,13.93,2.646470222,3.339775457
10/22/08 0:00,296,17.65,4.944444444,1.016,95.6,52.53,6.43,4.760964167,2.447729652
10/23/08 0:00,297,17.22777778,2.15,0,85.3,20.78,12.24,3.2589135,3.321824056
10/24/08 0:00,298,18.17777778,-0.3,0,95.7,30.66,17.66,0.961133611,2.110706425
10/25/08 0:00,299,22.63888889,1.183333333,0,96.4,26.71,17.37,1.837329833,3.089468294
10/26/08 0:00,300,22.96111111,3.355555556,0,79.75,26.05,16.78,4.072524278,4.550631999
10/27/08 0:00,301,14.46111111,-0.816666667,0,86.7,16.41,17.71,2.029556556,2.599024568
10/28/08 0:00,302,17.87222222,-1.138888889,0,88.6,18.79,16.22,1.640632722,2.577965538
10/29/08 0:00,303,23.53888889,5.405555556,0,63.02,23.85,16.38,2.691174111,3.963011901
10/30/08 0:00,304,25.45,9.711111111,0,68.05,37.46,16.24,4.488270444,4.760404738
10/31/08 0:00,305,27.2,9.472222222,0,90.8,27.74,15.99,2.391658056,3.795940656
11/1/08 0:00,306,26.61111111,3.377777778,0,97.1,14.38,16.44,0.898548167,2.499736307
11/2/08 0:00,307,27.73888889,6.033333333,0,89.8,34,15.14,2.753759556,3.931899778
11/3/08 0:00,308,25.82777778,14.02222222,0,81.3,31.13,14.51,4.760964167,4.878149668
11/4/08 0:00,309,25.41111111,14.68888889,0,83,47.12,14.43,6.499945444,4.608680161
11/5/08 0:00,310,27.45,12.6,0.762,89.1,42.39,8.69,5.704216222,4.571231596
11/6/08 0:00,311,18.66111111,3.133333333,0,94.4,18.91,15.9,1.274060833,2.195244136
